Total_CPU_percent,Total_Memory_percent
34.4,68.0
32.2,68.0
30.8,68.2
29.6,68.2
29.7,68.3
49.2,68.2
20.8,68.2
17.8,68.2
17.1,68.3
25.2,68.3
20.0,68.2
21.8,68.2
36.1,68.1
19.5,68.1
16.0,68.2
16.8,68.2
16.2,68.2
19.0,68.2
32.8,68.1
31.2,67.0
15.3,67.0
24.6,67.0
37.1,67.1
18.1,67.1
24.3,67.1
46.0,67.1
17.4,67.1
17.2,67.1
27.4,67.1
48.4,67.1
33.1,67.0
36.3,67.0
39.0,67.0
22.7,67.0
22.5,67.0
47.1,67.1
28.1,67.1
33.3,67.1
58.3,67.1
43.3,67.2
26.0,67.2
27.0,67.2
38.7,67.2
16.1,67.2
45.0,67.2
54.8,67.3
40.0,67.2
21.4,67.2
34.4,67.2
27.1,67.2
27.9,67.2
68.3,67.3
58.7,67.3
23.1,67.3
34.4,67.2
48.8,67.3
33.9,67.3
37.1,67.3
47.6,67.3
30.6,67.3
21.8,67.3
48.4,67.4
60.3,67.4
36.2,67.5
60.1,67.5
43.8,67.5
22.6,67.5
51.1,67.5
48.8,67.5
46.3,67.6
61.9,67.3
55.5,67.3
68.7,67.4
64.0,67.1
57.8,67.1
46.6,67.1
43.3,67.5
48.0,67.8
32.9,67.8
46.2,67.8
40.8,67.8
46.8,67.9
49.6,67.9
41.3,67.9
36.4,68.0
44.4,67.9
45.5,67.9
41.8,68.0
51.6,68.0
50.0,68.0
58.8,68.0
47.8,68.0
44.9,68.0
50.8,68.0
56.6,67.8
51.6,67.7
47.1,67.8
48.9,67.8
46.4,67.9
52.8,67.9
49.3,67.8
71.2,67.8
71.1,67.8
58.4,67.8
58.2,68.0
46.6,68.2
51.9,68.3
55.1,68.3
46.0,68.3
50.4,68.3
44.9,68.3
56.0,68.3
49.2,68.3
43.1,68.3
49.6,68.3
54.4,68.3
50.0,68.4
54.0,68.4
61.9,68.5
61.8,68.5
58.8,68.5
49.6,68.6
52.5,68.6
51.6,68.6
47.2,68.6
54.3,68.6
49.6,68.6
44.6,68.5
50.0,68.5
48.0,68.5
48.8,68.5
50.0,68.5
45.5,68.5
48.7,68.5
42.9,68.5
51.5,68.5
48.8,68.6
48.0,68.6
54.0,68.8
53.0,68.7
47.7,68.7
50.4,68.7
53.1,68.6
44.4,68.6
54.5,68.6
50.8,68.6
49.6,68.6
47.6,68.6
52.9,68.6
42.7,68.6
50.4,68.6
42.7,68.6
53.8,68.6
46.7,68.6
45.4,68.6
56.3,68.6
49.2,68.6
46.3,68.6
54.9,68.5
44.3,68.5
57.3,68.5
48.4,68.6
47.5,68.6
53.9,68.6
45.0,68.6
49.2,68.5
46.9,68.5
49.6,68.5
51.7,68.5
49.2,68.6
45.9,68.6
48.8,68.6
48.8,68.6
50.4,68.6
48.0,68.6
63.9,68.7
60.9,68.6
56.9,68.6
55.0,68.6
44.4,68.6
50.4,68.9
54.1,68.9
46.8,68.9
55.8,68.9
41.0,68.9
55.8,68.9
51.2,68.9
53.7,68.7
57.3,68.7
56.5,69.0
65.1,68.9
51.2,68.9
45.8,68.9
48.8,68.9
55.6,68.9
49.2,68.9
53.0,68.9
51.6,68.9
50.6,68.9
46.5,68.9
52.2,68.9
50.8,68.9
39.3,69.0
54.3,69.0
60.3,68.9
50.0,68.9
77.9,68.8
47.4,68.8
58.3,68.9
62.1,69.0
48.1,69.0
46.3,69.0
51.9,69.0
50.4,69.0
57.9,68.9
60.3,68.9
51.2,68.7
55.5,68.7
44.2,68.7
46.7,68.7
48.7,68.7
51.6,68.7
41.5,68.7
54.9,68.7
55.1,68.7
50.4,68.7
45.3,68.7
46.8,68.7
52.1,68.7
50.8,68.7
50.8,68.7
43.1,68.7
48.3,68.7
68.1,68.7
49.2,68.5
47.7,68.5
43.7,68.5
52.3,68.5
51.2,68.4
48.8,68.4
51.9,68.4
44.7,68.5
53.2,68.5
58.8,68.4
54.1,68.4
51.4,68.4
48.8,68.4
53.4,68.4
48.1,68.4
49.6,68.4
53.5,68.5
47.2,68.5
51.6,68.6
47.5,68.6
52.5,68.6
48.1,68.6
47.2,68.6
52.7,68.6
45.1,68.6
54.1,68.6
41.8,68.6
55.0,68.6
51.9,68.6
46.3,68.6
54.0,68.6
46.2,68.6
48.4,68.6
47.9,68.6
48.7,68.6
50.3,68.6
55.8,68.6
47.8,68.7
48.0,68.7
69.3,68.7
59.0,68.7
51.9,68.5
50.0,68.6
48.8,68.6
51.2,68.6
44.7,68.6
52.3,68.6
55.0,68.7
51.6,68.6
47.6,68.8
48.0,68.8
49.6,68.8
47.4,68.8
45.6,68.7
52.4,68.7
45.1,68.7
71.0,68.7
51.3,68.7
46.4,68.7
48.9,68.7
50.6,68.6
45.2,68.6
45.6,68.6
45.5,68.6
51.6,68.5
46.4,68.5
46.0,68.5
46.7,68.5
49.6,68.5
45.9,68.6
47.4,68.6
46.7,68.7
51.2,68.7
49.6,68.6
47.1,68.6
53.1,68.7
44.4,68.7
47.2,68.6
49.6,68.6
50.0,68.6
48.1,68.6
52.6,68.6
51.7,68.6
45.2,68.7
50.8,68.7
53.8,68.6
41.0,68.6
54.1,68.6
43.7,68.6
48.8,68.6
48.0,68.6
49.6,68.6
48.7,68.6
63.0,68.6
65.4,68.6
51.2,68.6
50.4,68.6
50.8,68.6
47.2,68.6
45.9,68.6
50.4,68.6
46.0,68.6
45.7,68.7
51.6,68.7
52.8,68.7
48.8,68.7
47.2,68.7
51.9,68.6
47.2,68.6
50.0,68.7
54.1,68.7
