Total_CPU_percent,Total_Memory_percent
47.6,69.3
46.6,69.3
58.7,69.6
55.3,70.0
50.0,70.1
32.2,70.0
55.7,70.0
21.4,70.0
24.6,69.7
23.4,69.7
25.0,69.6
25.6,69.6
50.4,69.6
37.1,69.6
44.5,69.7
35.9,69.7
27.2,69.6
20.5,69.6
43.9,69.7
31.3,69.7
26.4,69.7
57.5,69.8
58.4,69.7
50.0,69.8
85.2,70.1
50.0,69.9
25.8,69.8
68.6,70.1
60.3,70.1
39.9,69.9
46.8,69.9
32.3,69.8
59.0,69.9
71.0,70.1
29.5,70.0
53.3,69.9
55.1,69.8
52.2,69.8
61.2,69.8
71.3,69.9
39.3,70.0
55.6,70.0
55.7,70.0
32.2,70.0
45.6,70.0
60.4,70.0
61.1,70.1
69.4,70.0
53.3,70.1
32.6,70.0
58.2,70.0
60.0,70.0
49.6,70.1
57.7,70.1
60.0,70.1
44.0,70.1
62.8,70.1
64.2,70.0
78.7,70.1
74.3,70.2
28.6,70.2
43.0,70.2
53.2,70.0
64.7,70.2
81.8,70.4
68.2,70.4
55.6,70.3
53.9,70.3
57.7,70.3
66.0,70.3
76.4,70.2
79.9,70.2
40.8,70.2
56.7,70.1
55.6,70.1
56.3,70.1
58.1,70.1
54.8,70.1
47.5,70.1
35.5,70.1
61.2,70.0
62.7,70.1
55.4,70.0
76.7,70.1
71.7,70.1
68.0,70.1
62.8,70.0
81.9,70.1
65.4,70.1
51.6,70.1
54.7,70.0
53.8,70.1
58.2,70.1
57.7,70.1
60.3,70.1
51.5,70.1
43.3,70.1
55.2,70.1
50.0,70.1
56.3,70.1
60.9,70.1
59.3,70.1
60.9,70.2
54.8,70.0
58.2,70.0
61.0,70.0
55.0,70.0
55.5,70.0
57.0,70.0
57.7,70.0
63.1,70.0
69.3,70.0
68.2,70.0
59.2,70.1
60.6,70.0
56.8,70.0
53.9,69.9
59.7,70.0
59.5,70.0
57.1,69.9
56.7,69.9
56.9,69.9
65.4,69.9
57.2,70.1
53.9,70.1
52.3,70.0
56.2,70.0
59.1,70.0
58.8,70.0
62.2,70.0
57.3,70.0
65.3,70.1
69.9,70.0
59.0,70.0
72.9,70.2
59.2,70.2
59.7,70.2
58.5,70.2
59.5,70.2
60.0,70.2
65.5,70.1
62.9,70.1
61.9,70.1
56.3,70.1
58.1,70.1
