Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-32K.html,35635,0,2,2.8923327497391353,1.0010650003096089,47.33913600011874,32768.0,358.9779888817042,0.0,2,3,3,3,3,4,14,17,39,46,47
,Aggregated,35635,0,2,2.8923327497391353,1.0010650003096089,47.33913600011874,32768.0,358.9779888817042,0.0,2,3,3,3,3,4,14,17,39,46,47
