Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-256K.html,35618,0,3,4.589360364029603,1.567139999679057,70.39348000034806,262144.0,358.781196694515,0.0,3,4,4,4,5,6,33,40,62,68,70
,Aggregated,35618,0,3,4.589360364029603,1.567139999679057,70.39348000034806,262144.0,358.781196694515,0.0,3,4,4,4,5,6,33,40,62,68,70
