Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-64K.html,35625,0,3,3.224965902226681,1.172759999462869,51.507447999028955,65536.0,358.86563886451836,0.0,3,3,3,3,4,4,18,21,45,51,52
,Aggregated,35625,0,3,3.224965902226681,1.172759999462869,51.507447999028955,65536.0,358.86563886451836,0.0,3,3,3,3,4,4,18,21,45,51,52
