Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-128K.html,31571,0,85,320.5635397141099,2.6765090005937964,1659.2386920001445,131072.0,316.2450781999129,0.0,85,150,640,730,960,1100,1300,1300,1500,1600,1700
,Aggregated,31571,0,85,320.5635397141099,2.6765090005937964,1659.2386920001445,131072.0,316.2450781999129,0.0,85,150,640,730,960,1100,1300,1300,1500,1600,1700
