Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-128K.html,35467,0,5,7.482895906983794,1.4455900000029942,221.69173600013892,131072.0,357.4637835197225,0.0,5,6,7,8,12,22,45,57,110,210,220
,Aggregated,35467,0,5,7.482895906983794,1.4455900000029942,221.69173600013892,131072.0,357.4637835197225,0.0,5,6,7,8,12,22,45,57,110,210,220
