# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.001        0.000        3.465       55.910
       0.101        0.000        3.465       55.910
       0.202        0.000        3.465       55.910
       0.302        0.000        3.465       55.910
       0.402        0.000        3.465       55.910
       0.502        0.000        3.465       55.910
       0.603        0.000        3.465       55.910
       0.703        0.000        3.465       55.910
       0.804        0.000        3.465       55.910
       0.904        0.000        4.703       56.594
       1.005        0.000        4.703       56.594
       1.105        0.000        4.703       56.594
       1.206        0.000        4.703       56.594
       1.306        0.000        4.703       56.594
       1.407        0.000        4.703       56.594
       1.508        0.000        4.703       56.594
       1.608        0.000        4.703       56.594
       1.709        0.000        4.703       56.594
       1.809        0.000        4.703       56.594
       1.910       10.000        4.703       56.594
       2.010        0.000        4.703       56.594
       2.111        0.000        4.703       56.594
       2.211        0.000        4.703       56.594
       2.311        0.000        4.703       56.594
       2.412        0.000        4.703       56.594
       2.512        0.000        4.703       56.594
       2.613        0.000        4.703       56.594
       2.713        0.000        4.703       56.594
       2.814        0.000        4.703       56.594
       2.914       10.000        4.738       56.344
       3.015        0.000        4.738       56.344
       3.116        0.000        4.738       56.344
       3.216        0.000        4.738       56.344
       3.316        0.000        4.738       56.344
       3.417        9.900        4.738       56.594
       3.518        9.900        4.738       56.594
       3.618        0.000        4.738       56.594
       3.719        0.000        4.738       56.594
       3.819        0.000        4.738       56.594
       3.919        0.000        4.738       56.594
       4.020        0.000        4.738       56.594
       4.121        0.000        4.738       56.594
       4.221        0.000        4.738       56.594
       4.322        0.000        4.738       56.594
       4.422       19.900        4.738       56.594
       4.523        0.000        4.738       56.594
       4.623        0.000        4.738       56.594
       4.724        0.000        4.738       56.594
       4.825       10.000        4.738       56.594
       4.925       10.000        4.781       56.660
       5.025        0.000        4.781       56.660
       5.126        0.000        4.781       56.660
       5.226        0.000        4.781       56.660
       5.327        0.000        4.781       56.660
       5.428        9.900        4.781       56.660
       5.528        9.900        4.781       56.660
       5.629        0.000        4.781       56.660
       5.729        0.000        4.781       56.660
       5.830        0.000        4.781       56.910
       5.930       10.000        4.844       56.723
       6.031       10.000        4.844       56.723
       6.131        0.000        4.844       56.723
       6.232        0.000        4.844       56.723
       6.332        0.000        4.844       56.723
       6.433       19.900        4.844       56.723
       6.533        0.000        4.844       56.723
       6.634        0.000        4.844       56.723
       6.734        0.000        4.844       56.723
       6.835       10.000        4.844       56.988
       6.935       10.000        4.883       56.758
       7.036        9.900        4.883       56.758
       7.136        0.000        4.883       56.758
