Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-128K.html,31346,31346,19,84.79922930983291,2.7642649999961577,60041.341676000004,0.7462834173419256,315.9091693061481,315.9091693061481,19,29,39,47,60,110,160,200,550,60000,60000
,Aggregated,31346,31346,19,84.79922930983291,2.7642649999961577,60041.341676000004,0.7462834173419256,315.9091693061481,315.9091693061481,19,29,39,47,60,110,160,200,550,60000,60000
