CPU_%_global,CPU_%_on_core,CPU_percent_core_pin,Core,Memory_%
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,0.0,2.3255813953467595,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.39062500000035527,99.99999999980673,20.000000000029665,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,0.0,25.000000000008882,0,0.0016171476395991002
1.562500000001421,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,0.0,33.33333333331557,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.7812500000007104,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.7812500000007108,50.00000000000996,49.999999999997776,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,0.0,33.33333333337873,0,0.0016171476395991002
0.3906250000000777,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.7812500000007108,100.00000000009098,49.999999999977796,0,0.0016171476395991002
0.0,0.0,24.999999999982236,0,0.0016171476395991002
0.7812500000007102,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.5208333333338075,100.00000000009103,33.333333333309646,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.520833333333807,99.99999999994884,20.00000000000915,0,0.0016171476395991002
0.5208333333338068,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,0.0,33.33333333337478,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.7812499999962695,,0.0,0,0.0016171476395991002
0.5208333333338068,50.00000000002769,49.999999999988894,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
1.0416666666676144,199.99999999989777,33.33333333334715,0,0.0016171476395991002
0.31250000000010647,49.9999999999744,40.00000000001137,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.5208333333338068,100.0000000000909,33.33333333331162,0,0.0016171476395991002
0.0,0.0,33.33333333331162,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
0.3906250000003556,100.00000000009103,33.3333333333136,0,0.0016171476395991002
1.0416666666676144,,0.0,0,0.0016171476395991002
0.0,,0.0,0,0.0016171476395991002
