Total_CPU_percent,Total_Memory_percent
32.9,67.1
30.3,67.1
33.6,67.3
30.5,67.3
28.2,67.4
41.9,67.5
21.9,67.5
19.8,67.5
15.4,67.5
21.7,67.5
12.4,67.5
26.3,67.5
41.7,67.5
23.1,67.5
24.2,67.5
21.6,67.6
18.6,67.6
13.0,67.6
32.8,67.4
34.3,67.4
15.3,67.6
23.0,67.6
33.1,67.6
31.6,67.6
47.0,67.6
43.0,67.6
16.4,67.6
26.8,67.6
23.1,67.7
40.9,67.6
14.8,67.6
33.3,67.6
32.5,67.6
18.3,67.6
17.6,67.6
41.1,67.6
20.3,67.6
23.1,67.6
47.1,67.8
43.4,67.8
14.9,67.8
31.0,67.9
52.1,67.7
30.2,67.7
31.6,67.7
48.0,67.8
34.5,67.8
18.1,67.8
47.2,67.8
42.1,67.9
18.6,67.9
43.0,67.9
45.9,67.9
27.6,68.0
19.8,68.3
49.6,68.3
40.0,68.4
31.7,68.4
49.6,68.5
43.8,68.6
14.7,68.6
32.2,68.6
48.0,68.5
33.9,68.5
42.7,68.6
44.8,68.6
27.4,68.6
16.5,68.6
47.5,68.6
44.5,68.5
28.3,68.5
47.0,68.5
45.3,68.5
39.5,68.5
40.1,68.6
46.3,68.7
37.3,68.7
51.1,68.6
41.7,68.6
36.5,68.5
43.8,68.4
46.8,68.4
29.5,68.4
43.8,68.4
47.5,68.4
38.7,68.5
35.3,68.5
44.3,68.5
48.8,68.5
46.3,68.5
43.7,68.5
52.9,68.6
32.2,68.6
42.1,68.7
50.4,68.7
47.1,68.8
46.8,68.9
44.3,69.0
54.0,69.0
26.6,69.0
52.8,69.0
54.1,68.9
47.9,69.0
51.9,69.0
50.8,69.0
50.4,69.0
48.4,69.0
50.0,69.0
46.5,69.0
49.6,69.0
46.3,69.0
55.9,69.1
46.2,69.2
47.2,69.2
51.5,69.3
57.0,69.8
57.3,69.8
62.3,69.8
57.5,69.9
65.1,69.9
59.5,69.9
64.0,70.0
58.1,70.2
63.4,69.7
57.6,69.8
47.7,69.8
46.6,69.8
47.5,69.8
53.7,69.8
50.0,69.8
48.1,69.8
50.8,69.8
47.5,69.9
46.5,70.0
59.3,70.0
47.9,70.1
48.3,70.1
49.6,70.1
52.5,70.0
49.2,70.0
46.2,70.0
51.7,70.0
49.2,70.1
52.4,70.1
52.3,70.1
50.0,70.1
43.3,70.0
50.0,70.0
48.3,70.0
52.6,70.0
49.2,70.0
43.4,70.0
47.9,70.0
50.0,70.1
49.2,70.2
46.7,70.1
49.6,70.1
51.2,70.1
44.4,70.1
48.3,70.1
54.5,70.1
49.6,70.1
45.4,70.1
53.7,70.1
47.1,70.1
47.4,70.2
43.6,70.2
50.0,70.2
50.4,70.1
49.6,70.1
