Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-256K.html,13294,7879,2800.0,2916.4835268971547,2.700275999814039,11821.830527000202,106778.2395817662,136.70649317478964,81.0223002650946,2800,3400,4000,4900,5900,8000,9100,9200,12000,12000,12000
,Aggregated,13294,7879,2800.0,2916.4835268971547,2.700275999814039,11821.830527000202,106778.2395817662,136.70649317478964,81.0223002650946,2800,3400,4000,4900,5900,8000,9100,9200,12000,12000,12000
