Count,Message,Traceback,Nodes
6402,"('Expected HTTP/', 8)","  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/user/task.py"", line 340, in run
    self.execute_next_task()
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/user/task.py"", line 373, in execute_next_task
    self.execute_task(self._task_queue.popleft())
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/user/task.py"", line 490, in execute_task
    task(self.user)
  File ""/home/jbrelot/NEWODB/scripts/locust/locustfile.py"", line 30, in test_256K
    self.client.get(""/lorem-256K.html"")
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/contrib/fasthttp.py"", line 301, in get
    return self.request(""GET"", url, **kwargs)
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/contrib/fasthttp.py"", line 249, in request
    response = self._send_request_safe_mode(method, built_url, payload=data, headers=headers, **kwargs)
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/contrib/fasthttp.py"", line 161, in _send_request_safe_mode
    return self.client.urlopen(url, method=method, **kwargs)
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/useragent.py"", line 397, in urlopen
    last_error = self._handle_error(e, url=req.url)
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/useragent.py"", line 334, in _handle_error
    raise e.with_traceback(sys.exc_info()[2])
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/useragent.py"", line 392, in urlopen
    resp = self._urlopen(req)
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/locust/contrib/fasthttp.py"", line 622, in _urlopen
    resp = client.request(
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/client.py"", line 253, in request
    response = HTTPSocketPoolResponse(
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/response.py"", line 269, in __init__
    super().__init__(sock, **kw)
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/response.py"", line 146, in __init__
    self._read_headers()
  File ""/home/jbrelot/.local/lib/python3.9/site-packages/geventhttpclient/response.py"", line 167, in _read_headers
    self.feed(data)
",local
