Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-16K.html,35627,0,2,2.8408600243646513,0.8948550002969569,47.55526599910809,16384.0,358.9322188571328,0.0,2,3,3,3,3,4,14,17,43,46,48
,Aggregated,35627,0,2,2.8408600243646513,0.8948550002969569,47.55526599910809,16384.0,358.9322188571328,0.0,2,3,3,3,3,4,14,17,43,46,48
