Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-32K.html,35734,0,3,5.847141759192819,1.2117840005885228,704.4116289998783,32768.0,356.86219751222626,0.0,3,4,5,5,7,12,33,46,260,690,700
,Aggregated,35734,0,3,5.847141759192819,1.2117840005885228,704.4116289998783,32768.0,356.86219751222626,0.0,3,4,5,5,7,12,33,46,260,690,700
