Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-128K.html,35394,0,8,15.884619760777257,1.734817999022198,463.8359529999434,131072.0,356.62318409227805,0.0,8,11,13,16,34,56,87,130,430,460,460
,Aggregated,35394,0,8,15.884619760777257,1.734817999022198,463.8359529999434,131072.0,356.62318409227805,0.0,8,11,13,16,34,56,87,130,430,460,460
