Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-128K.html,35622,0,3,3.7673268130360187,1.248001000021759,59.249626000109856,131072.0,358.86230483154657,0.0,3,3,3,4,4,5,26,29,53,58,59
,Aggregated,35622,0,3,3.7673268130360187,1.248001000021759,59.249626000109856,131072.0,358.86230483154657,0.0,3,3,3,4,4,5,26,29,53,58,59
