Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-256K.html,31501,31501,21,63.625721149963496,2.6613649999944755,60035.01251399984,0.6977556268054982,317.14248420356444,317.14248420356444,21,38,51,54,110,190,280,340,640,60000,60000
,Aggregated,31501,31501,21,63.625721149963496,2.6613649999944755,60035.01251399984,0.6977556268054982,317.14248420356444,317.14248420356444,21,38,51,54,110,190,280,340,640,60000,60000
