CPU_%_global,CPU_%_on_core,CPU_%_by_process,Core,Process_memory_usage
0.4,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.2,0.0,0.0,0,630784
0.0,0.0,0.0,0,630784
0.2,0.0,0.0,0,630784
0.2,11.1,0.0,0,1699840
0.0,0.0,0.0,0,1683456
0.0,0.0,0.0,0,1683456
0.0,0.0,0.0,0,1683456
0.2,0.0,0.0,0,1683456
0.0,0.0,0.0,0,1683456
0.2,0.0,0.0,0,1683456
0.0,0.0,0.0,0,1683456
0.0,0.0,0.0,0,1683456
0.0,0.0,0.0,0,1683456
0.3,20.0,0.4609375,0,1626112
0.0,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.2,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.0,0.0,0.0,0,1626112
0.6,20.0,0.153125,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.5,25.0,0.153125,0,1347584
0.5,18.2,0.30625,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.2,0.0,0.0,0,1372160
0.0,18.2,0.153125,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.2,9.1,0.0,0,1347584
0.3,11.1,0.4609375,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.2,0.0,0.0,0,1347584
0.3,10.0,0.153125,0,1347584
0.0,0.0,0.0,0,1343488
0.0,0.0,0.0,0,1343488
0.2,0.0,0.0,0,1343488
0.0,0.0,0.0,0,1343488
0.2,9.1,0.0,0,1347584
0.3,22.2,0.3078125,0,1347584
0.0,9.1,0.0,0,1347584
0.2,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.3,18.2,0.30625,0,1363968
0.3,11.1,0.3078125,0,1363968
0.2,0.0,0.1546875,0,1363968
0.0,0.0,0.0,0,1363968
0.0,0.0,0.0,0,1363968
0.2,0.0,0.0,0,1363968
0.3,27.3,0.459375,0,1363968
0.0,0.0,0.0,0,1363968
0.2,0.0,0.0,0,1363968
0.0,0.0,0.0,0,1363968
0.3,0.0,0.0,0,1347584
0.2,20.0,0.3078125,0,1347584
0.2,10.0,0.153125,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.2,10.0,0.0,0,1347584
0.2,0.0,0.459375,0,1347584
0.2,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.6,41.7,0.1546875,0,1372160
0.5,20.0,0.4609375,0,1347584
0.0,10.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.2,0.0,0.0,0,1347584
0.3,22.2,0.615625,0,1347584
0.5,27.3,0.153125,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.6,30.0,0.4609375,0,1421312
0.5,27.3,0.3078125,0,1421312
0.2,0.0,0.0,0,1421312
0.0,0.0,0.0,0,1421312
0.0,0.0,0.0,0,1421312
0.3,10.0,0.3078125,0,1421312
0.3,12.5,0.30625,0,1421312
0.2,18.2,0.3078125,0,1421312
0.0,0.0,0.0,0,1421312
0.0,0.0,0.0,0,1421312
0.6,40.0,0.4625,0,1347584
0.5,11.1,0.3078125,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.0,0.0,0.0,0,1347584
0.3,20.0,0.3078125,0,1347584
0.3,33.3,0.30625,0,1347584
0.3,10.0,0.153125,0,1347584
0.0,0.0,0.0,0,1347584
0.2,0.0,0.0,0,1347584
0.5,22.2,0.3078125,0,1376256
0.5,27.3,0.4609375,0,1376256
0.3,11.1,0.153125,0,1376256
0.2,9.1,0.153125,0,1376256
0.0,0.0,0.0,0,1376256
0.2,27.3,0.153125,0,1376256
4.6,22.2,0.4609375,0,1376256
0.3,0.0,0.0,0,1376256
0.8,0.0,0.0,0,1376256
0.3,0.0,0.0,0,1384448
0.9,46.2,0.6125,0,1380352
0.5,22.2,0.3078125,0,1347584
0.5,18.2,0.1546875,0,1347584
0.5,0.0,0.0,0,1347584
0.3,8.3,0.0,0,1347584
0.9,36.4,0.459375,0,1343488
0.6,36.4,0.3078125,0,1347584
0.2,9.1,0.1546875,0,1347584
0.0,0.0,0.0,0,1347584
0.3,0.0,0.1546875,0,1429504
0.8,58.3,0.7703125,0,1425408
