Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-32K.html,35600,0,4,5.7216489876136825,1.5735480010334868,83.80005000071833,32768.0,358.5627556708726,0.0,4,5,6,6,8,10,29,45,69,81,84
,Aggregated,35600,0,4,5.7216489876136825,1.5735480010334868,83.80005000071833,32768.0,358.5627556708726,0.0,4,5,6,6,8,10,29,45,69,81,84
