Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-64K.html,35499,0,10,13.766753864588445,2.010579999478068,183.27095199947507,65536.0,357.44853675318694,0.0,10,13,15,18,25,35,62,85,140,170,180
,Aggregated,35499,0,10,13.766753864588445,2.010579999478068,183.27095199947507,65536.0,357.44853675318694,0.0,10,13,15,18,25,35,62,85,140,170,180
