Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-256K.html,14431,3,1900.0,3141.9716318142687,7.420874000672484,61471.171352000056,262089.50398447787,145.12684540914282,0.030169810562499372,1900,2100,2200,2300,2600,3200,41000,49000,59000,61000,61000
,Aggregated,14431,3,1900.0,3141.9716318142687,7.420874000672484,61471.171352000056,262089.50398447787,145.12684540914282,0.030169810562499372,1900,2100,2200,2300,2600,3200,41000,49000,59000,61000,61000
