Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-128K.html,35605,0,3,3.7676564169082796,1.3823489998685545,62.81291700042857,131072.0,358.72817357140235,0.0,3,3,3,4,4,5,25,29,56,62,63
,Aggregated,35605,0,3,3.7676564169082796,1.3823489998685545,62.81291700042857,131072.0,358.72817357140235,0.0,3,3,3,4,4,5,25,29,56,62,63
