Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-16K.html,35630,0,3,4.186498730900241,1.5229119999276008,65.95220000053814,16384.0,358.82395018459306,0.0,3,4,4,4,5,6,19,30,49,65,66
,Aggregated,35630,0,3,4.186498730900241,1.5229119999276008,65.95220000053814,16384.0,358.82395018459306,0.0,3,4,4,4,5,6,19,30,49,65,66
