Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-32K.html,35638,0,2,2.7179278560793656,0.7004639996921469,54.37044700011029,32768.0,358.90730382934817,0.0,2,2,3,3,3,3,13,16,50,54,54
,Aggregated,35638,0,2,2.7179278560793656,0.7004639996921469,54.37044700011029,32768.0,358.90730382934817,0.0,2,2,3,3,3,3,13,16,50,54,54
