Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-16K.html,35563,0,3,4.315907774821414,1.5541580000899557,63.0664479999723,16384.0,358.8747213333428,0.0,3,4,4,5,6,7,26,40,57,61,63
,Aggregated,35563,0,3,4.315907774821414,1.5541580000899557,63.0664479999723,16384.0,358.8747213333428,0.0,3,4,4,5,6,7,26,40,57,61,63
