Bytes_sent,Bytes_received
8781824,0
8790016,0
8798208,0
8802304,0
8806400,0
8810496,0
8814592,0
8822784,0
8830976,0
8835072,0
8843264,0
8847360,0
8855552,0
8859648,0
8863744,0
8871936,0
8876032,0
8880128,0
8884224,0
8892416,0
8896512,0
8896512,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8900608,0
8904704,0
8904704,0
8904704,0
8904704,0
8904704,0
8904704,0
8904704,0
8904704,0
8908800,0
8912896,0
8912896,0
8912896,0
8912896,0
8912896,0
8912896,0
8912896,0
8912896,0
8916992,0
8916992,0
8916992,0
8916992,0
8921088,0
8925184,0
8925184,0
8925184,0
8929280,0
8929280,0
8929280,0
8929280,0
8933376,0
8937472,0
8937472,0
8937472,0
8941568,0
8945664,0
8945664,0
8945664,0
8945664,0
8945664,0
8949760,0
8949760,0
8949760,0
8953856,0
8962048,0
8962048,0
8962048,0
8962048,0
8966144,0
8970240,0
8970240,0
8970240,0
8978432,0
8982528,0
8982528,0
8982528,0
8986624,0
8986624,0
8986624,0
8986624,0
8998912,0
9003008,0
9003008,0
9003008,0
9003008,0
9011200,0
9015296,0
9015296,0
9019392,0
9023488,0
9027584,0
9027584,0
9027584,0
9035776,0
9039872,0
9039872,0
9039872,0
9048064,0
9052160,0
9052160,0
9052160,0
9056256,0
9060352,0
9064448,0
9064448,0
9068544,0
9076736,0
9080832,0
9084928,0
9084928,0
9089024,0
9097216,0
9097216,0
9101312,0
9105408,0
9109504,0
9113600,0
9113600,0
9117696,0
9125888,0
9125888,0
9125888,0
9134080,0
9138176,0
9146368,0
9146368,0
9146368,0
9150464,0
9158656,0
9162752,0
9166848,0
9175040,0
9179136,0
9183232,0
9183232,0
9187328,0
9195520,0
9199616,0
9203712,0
9207808,0
9216000,0
9220096,0
9220096,0
9220096,0
9228288,0
9236480,0
9240576,0
9240576,0
9248768,0
9252864,0
9261056,0
9265152,0
9269248,0
9277440,0
9281536,0
9285632,0
9289728,0
9297920,0
9302016,0
9306112,0
9310208,0
9318400,0
9322496,0
9326592,0
9330688,0
9338880,0
9342976,0
9351168,0
9351168,0
9359360,0
9363456,0
9371648,0
9375744,0
9383936,0
9392128,0
9396224,0
9400320,0
9404416,0
9412608,0
9416704,0
9424896,0
9428992,0
9437184,0
9445376,0
9449472,0
9449472,0
9457664,0
9465856,0
9469952,0
9474048,0
9478144,0
9482240,0
9490432,0
9498624,0
9502720,0
9510912,0
9519104,0
9523200,0
9527296,0
9531392,0
9539584,0
9543680,0
9547776,0
9555968,0
9564160,0
9568256,0
9572352,0
9580544,0
9584640,0
9592832,0
9596928,0
9601024,0
9605120,0
9609216,0
9617408,0
9625600,0
9629696,0
9637888,0
9646080,0
9650176,0
9654272,0
9658368,0
9666560,0
9670656,0
9674752,0
9682944,0
9691136,0
9695232,0
9699328,0
9707520,0
9711616,0
9719808,0
9723904,0
9728000,0
9732096,0
9740288,0
9744384,0
9752576,0
9760768,0
9764864,0
9773056,0
9773056,0
9781248,0
9789440,0
9793536,0
9797632,0
9801728,0
9809920,0
9818112,0
9822208,0
9826304,0
9834496,0
9838592,0
9846784,0
9846784,0
9854976,0
9859072,0
9867264,0
9871360,0
9879552,0
9887744,0
9891840,0
9895936,0
9900032,0
9908224,0
9912320,0
9920512,0
9924608,0
9928704,0
9936896,0
9945088,0
9949184,0
9953280,0
9961472,0
9965568,0
9969664,0
9973760,0
9981952,0
9986048,0
9994240,0
9998336,0
10006528,0
10014720,0
10018816,0
10022912,0
10031104,0
10035200,0
10043392,0
10047488,0
10051584,0
10059776,0
10067968,0
10072064,0
10076160,0
10084352,0
10088448,0
10096640,0
10096640,0
10100736,0
10108928,0
10113024,0
10121216,0
10129408,0
10133504,0
10141696,0
10145792,0
10149888,0
10158080,0
10162176,0
