Total_CPU_percent,Total_Memory_percent
55.2,69.7
47.1,69.7
55.7,69.7
43.0,69.8
49.3,70.1
62.1,70.2
60.0,70.2
49.2,70.2
35.4,70.0
37.1,70.0
36.6,70.0
35.5,70.0
47.0,70.0
69.4,70.1
58.2,70.2
40.0,70.1
43.9,69.9
39.4,69.9
37.3,69.9
64.0,69.8
42.5,69.8
39.7,69.7
72.7,69.6
59.9,69.6
50.4,69.7
64.4,69.7
51.8,69.7
38.4,69.7
64.7,69.7
36.8,69.7
48.9,69.7
77.6,69.7
73.6,69.8
62.5,71.0
87.3,72.3
33.1,71.0
44.4,71.1
48.1,71.1
51.4,71.6
59.4,71.6
46.3,71.7
27.6,71.6
48.4,71.5
45.2,71.5
29.4,71.7
28.1,71.7
46.0,71.7
25.0,71.6
27.7,71.6
47.7,71.6
42.6,71.6
40.9,72.1
56.0,72.2
82.2,72.6
71.6,72.6
54.3,72.6
37.3,72.6
41.9,72.6
66.9,72.6
50.8,72.6
60.0,72.6
70.3,72.6
59.0,71.6
68.5,71.6
64.7,71.6
63.3,71.6
65.5,71.6
62.8,71.7
54.4,71.6
58.3,71.7
64.5,71.8
54.5,71.8
50.4,71.8
60.8,71.8
47.4,71.8
48.1,71.8
63.4,71.1
66.7,71.1
70.7,71.2
76.0,71.3
81.3,71.2
78.2,71.2
80.6,71.2
67.3,71.2
70.1,71.2
81.4,71.3
91.3,71.5
86.9,71.8
81.9,71.7
85.5,71.8
80.0,71.8
85.8,72.3
92.5,72.5
84.4,72.5
82.6,72.5
74.8,72.6
79.2,72.8
85.2,72.8
82.3,72.8
88.9,72.5
84.6,72.7
78.6,72.7
85.1,72.9
84.6,71.4
91.4,71.8
85.0,72.0
93.0,72.3
89.9,72.1
91.5,72.4
90.9,72.7
74.8,72.8
75.9,72.9
92.6,72.8
83.1,72.8
59.6,72.8
61.9,72.7
55.5,72.7
67.6,72.6
66.4,72.5
60.3,72.5
66.7,72.4
66.9,72.1
58.5,72.1
55.9,72.1
62.5,72.2
68.5,72.3
69.9,72.1
56.3,72.1
65.5,72.1
53.4,72.1
58.3,72.2
57.8,72.2
52.3,72.2
58.0,72.2
63.0,72.2
59.7,72.2
61.2,72.2
60.6,72.2
53.8,72.1
65.5,72.2
55.1,72.2
56.8,72.2
71.5,72.2
66.4,72.0
77.3,72.2
70.9,72.2
62.2,72.1
84.1,72.2
62.2,72.1
64.1,72.1
63.4,72.1
57.3,72.1
70.6,72.1
54.2,72.1
54.5,72.0
61.9,72.0
57.2,72.0
54.0,72.0
65.7,72.0
56.1,72.0
74.2,72.0
71.6,72.0
66.7,72.0
72.1,72.0
68.6,71.9
64.7,71.9
60.9,71.9
84.4,71.9
69.7,71.9
66.7,71.8
68.1,71.7
69.5,71.8
60.6,71.8
67.1,71.8
65.4,71.8
57.6,71.6
67.1,71.6
70.5,71.8
69.9,71.8
62.1,72.0
60.9,71.9
64.5,71.9
56.3,71.9
59.2,71.9
62.6,71.6
64.2,71.6
58.0,71.6
56.6,71.6
68.4,71.7
68.7,71.7
58.9,71.8
59.6,71.7
60.1,71.8
57.2,71.8
60.7,71.8
64.5,71.8
63.0,71.8
57.0,71.8
60.9,71.8
56.8,71.8
52.6,71.8
61.0,71.8
53.3,71.8
53.8,71.8
61.1,71.8
55.2,71.8
54.1,71.8
64.4,71.9
70.3,71.4
59.4,71.5
56.9,71.5
58.3,71.5
55.8,71.5
66.4,71.5
63.0,71.5
60.4,71.5
64.9,71.5
61.8,71.5
58.7,71.6
53.0,71.6
58.6,71.6
52.9,71.6
57.0,71.6
63.0,71.6
61.3,71.6
59.9,71.6
76.6,71.8
59.9,71.8
58.7,71.8
70.9,71.7
59.1,71.7
60.0,71.7
62.5,71.7
57.7,71.7
64.9,71.5
59.0,71.5
56.5,71.5
70.4,71.5
84.0,71.5
69.7,71.5
62.3,71.5
57.1,71.5
64.5,71.6
62.5,71.5
66.1,71.9
67.1,71.8
71.7,71.8
60.2,71.8
63.9,71.8
59.2,71.8
59.9,71.8
54.5,71.8
57.9,71.8
62.2,71.7
57.3,71.7
56.7,71.7
71.3,71.5
63.7,71.4
62.6,71.4
68.0,71.4
59.5,71.4
70.9,71.4
63.1,71.4
56.4,71.4
58.9,71.4
60.8,71.4
70.1,71.6
61.5,71.6
65.0,71.6
61.0,71.6
59.9,71.6
54.2,71.6
62.3,71.6
58.1,71.6
63.7,71.5
72.3,71.5
54.3,71.5
58.3,71.5
62.7,71.4
55.7,71.4
54.1,71.5
57.5,71.5
66.4,71.5
60.1,71.5
52.6,71.5
57.7,71.5
55.5,71.5
66.4,71.4
64.2,71.4
66.4,71.4
60.3,71.5
64.7,71.4
58.6,71.5
52.2,71.5
63.3,71.4
55.7,71.4
64.6,71.5
54.4,71.5
53.0,71.5
70.2,71.5
61.4,71.5
56.4,71.5
62.8,71.5
61.1,71.5
61.0,71.5
67.4,71.5
52.8,71.5
56.3,71.5
71.7,71.6
65.7,71.5
78.6,71.5
73.6,71.5
57.0,71.5
64.3,71.4
83.1,71.5
64.5,71.5
62.0,71.4
64.3,71.5
65.1,71.6
55.1,71.6
62.7,71.6
74.1,71.8
77.3,71.9
61.5,71.8
59.3,71.8
64.0,71.8
69.0,71.8
60.7,71.8
80.4,71.7
90.5,71.5
69.9,71.8
59.1,71.8
59.4,71.7
55.2,71.7
63.3,71.7
72.6,71.7
64.4,71.7
56.9,71.7
61.8,71.7
60.6,71.7
62.1,71.7
58.6,71.7
60.1,71.7
53.8,71.7
58.7,71.7
64.4,71.7
57.4,71.7
67.6,71.7
77.4,71.6
67.4,71.6
59.6,71.6
64.5,71.6
52.7,71.6
54.2,71.6
65.6,71.6
65.5,71.6
55.1,71.6
86.4,71.1
56.1,71.1
62.8,71.1
55.6,71.1
56.5,71.1
58.6,71.1
51.9,71.1
59.3,71.1
54.8,71.1
58.2,71.1
55.9,71.1
55.1,71.1
53.0,71.1
60.9,71.1
55.3,71.1
62.6,71.0
70.7,71.0
60.4,71.0
66.0,71.0
67.6,71.0
56.1,71.0
58.2,71.1
63.8,71.1
61.4,71.1
57.6,71.0
71.6,71.0
59.9,71.0
58.0,70.9
88.1,71.1
76.1,71.1
70.4,71.0
77.7,71.0
53.6,71.0
64.6,71.0
62.9,71.0
69.5,71.0
56.2,71.0
58.8,71.0
69.7,71.0
62.6,71.0
52.9,71.0
62.6,71.0
52.9,71.0
55.2,71.0
62.7,71.0
55.1,71.0
56.4,71.0
66.9,71.0
60.1,71.0
59.3,71.0
64.7,70.9
56.3,70.9
56.0,70.9
58.5,70.9
62.4,70.9
56.9,70.9
63.2,70.9
73.1,70.9
63.9,70.8
55.0,70.7
65.7,70.6
55.9,70.4
59.3,70.2
59.8,70.2
65.1,70.2
60.2,70.3
58.8,70.3
65.6,70.3
73.3,70.3
59.0,70.3
68.4,70.2
66.3,70.2
76.8,70.2
82.8,70.3
71.9,70.2
59.6,70.0
63.4,70.0
53.5,69.7
59.1,69.7
65.5,69.7
60.0,69.7
58.1,69.8
59.3,69.8
66.5,69.8
79.5,69.8
64.5,69.8
64.9,69.6
62.4,69.6
61.1,69.6
61.8,69.6
59.0,69.6
60.1,69.6
77.4,69.9
89.9,70.1
81.3,70.1
73.5,70.0
76.5,69.5
81.5,69.5
72.9,69.6
78.3,69.6
72.6,69.6
70.9,69.1
82.4,70.1
63.7,70.2
61.2,70.2
49.4,70.1
60.6,70.0
73.4,70.1
59.1,70.1
52.7,70.1
53.7,70.1
56.4,70.1
59.1,70.1
63.3,70.1
54.7,70.1
58.1,70.1
50.8,70.1
50.4,70.1
47.2,70.1
62.9,70.1
65.4,70.1
54.9,70.1
61.7,69.8
56.9,70.1
57.5,70.1
48.8,70.1
52.0,70.1
53.3,70.1
54.3,70.1
50.4,69.9
54.2,69.9
77.4,69.9
59.0,69.9
60.7,69.9
65.5,69.9
65.2,70.0
84.7,69.9
77.6,69.0
66.2,69.0
59.3,69.0
66.2,68.9
68.8,68.9
65.5,68.9
57.3,68.9
56.5,68.9
72.1,68.8
84.9,69.7
87.3,69.8
81.9,69.8
74.6,69.7
71.8,69.7
67.6,69.7
78.9,69.7
77.4,69.7
68.5,69.5
76.2,68.3
68.9,68.2
67.9,68.2
96.1,68.9
83.8,68.9
71.3,68.7
65.2,68.7
69.2,68.7
82.2,68.8
77.0,68.8
75.6,68.6
86.5,68.8
80.4,68.8
81.3,68.9
78.8,68.9
78.6,68.8
81.5,68.8
71.7,68.9
74.3,69.1
71.2,69.1
85.7,69.2
76.9,69.2
82.4,69.1
85.5,69.2
76.0,69.1
81.2,69.1
69.8,69.1
65.8,68.9
71.2,68.8
62.7,68.8
64.9,68.9
