Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-16K.html,35608,0,3,4.136468653477504,1.5991569998732302,78.57957199939847,16384.0,358.76443696437497,0.0,3,4,4,4,5,5,19,30,59,77,79
,Aggregated,35608,0,3,4.136468653477504,1.5991569998732302,78.57957199939847,16384.0,358.76443696437497,0.0,3,4,4,4,5,5,19,30,59,77,79
