CPU_%_global,CPU_%_on_core,CPU_%_by_process,Core,Process_memory_usage
0.4,0.0,0.0,0,618496
0.2,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.2,0.0,0.0,0,618496
0.0,0.0,0.0,0,618496
0.6,18.2,0.153125,0,1568768
0.0,0.0,0.0,0,1568768
0.0,0.0,0.0,0,1568768
0.0,0.0,0.0,0,1568768
0.0,0.0,0.0,0,1568768
0.2,0.0,0.0,0,1568768
0.0,0.0,0.0,0,1568768
0.0,0.0,0.0,0,1568768
0.0,0.0,0.0,0,1568768
0.2,9.1,0.0,0,1634304
0.2,18.2,0.153125,0,1605632
0.0,0.0,0.0,0,1605632
0.2,0.0,0.0,0,1605632
0.0,0.0,0.0,0,1605632
0.0,0.0,0.0,0,1605632
0.0,0.0,0.0,0,1605632
0.2,0.0,0.0,0,1605632
0.0,0.0,0.0,0,1605632
0.0,0.0,0.0,0,1605632
0.5,10.0,0.3078125,0,1490944
0.0,0.0,0.0,0,1490944
0.0,0.0,0.0,0,1490944
0.0,0.0,0.0,0,1490944
0.0,0.0,0.0,0,1490944
0.0,0.0,0.0,0,1490944
0.5,20.0,0.30625,0,1490944
0.0,0.0,0.0,0,1490944
0.3,0.0,0.0,0,1490944
0.0,0.0,0.0,0,1490944
0.2,18.2,0.1546875,0,1486848
0.0,0.0,0.0,0,1486848
0.0,0.0,0.0,0,1486848
0.0,0.0,0.0,0,1486848
0.0,0.0,0.0,0,1486848
0.3,0.0,0.153125,0,1486848
0.3,20.0,0.1546875,0,1486848
0.0,0.0,0.0,0,1486848
0.0,0.0,0.0,0,1486848
0.0,0.0,0.0,0,1486848
0.5,27.3,0.3078125,0,1454080
0.0,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.2,0.0,0.1546875,0,1454080
0.2,11.1,0.3078125,0,1454080
0.2,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.6,27.3,0.1546875,0,1454080
0.5,20.0,0.153125,0,1454080
0.2,9.1,0.153125,0,1454080
0.0,0.0,0.0,0,1454080
0.2,0.0,0.0,0,1454080
0.0,10.0,0.153125,0,1454080
0.3,11.1,0.153125,0,1454080
0.0,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.0,0.0,0.0,0,1454080
0.5,27.3,0.3078125,0,1650688
0.2,11.1,0.30625,0,1650688
0.0,0.0,0.0,0,1650688
0.2,0.0,0.0,0,1650688
0.0,0.0,0.0,0,1650688
0.2,18.2,0.153125,0,1650688
0.3,0.0,0.153125,0,1650688
0.0,0.0,0.0,0,1650688
0.2,0.0,0.0,0,1650688
0.0,0.0,0.0,0,1650688
0.3,20.0,0.30625,0,1708032
0.2,11.1,0.3078125,0,1708032
0.0,0.0,0.0,0,1708032
0.2,0.0,0.0,0,1708032
0.0,0.0,0.0,0,1708032
0.5,27.3,0.153125,0,1712128
0.3,20.0,0.4609375,0,1712128
0.2,18.2,0.153125,0,1712128
0.0,0.0,0.0,0,1712128
0.3,0.0,0.0,0,1712128
0.2,11.1,0.3078125,0,1720320
0.5,27.3,0.1546875,0,1720320
0.0,0.0,0.0,0,1720320
0.0,0.0,0.0,0,1720320
0.0,0.0,0.0,0,1720320
0.3,22.2,0.4609375,0,1720320
0.3,27.3,0.30625,0,1720320
0.2,0.0,0.0,0,1720320
0.2,0.0,0.0,0,1720320
0.2,0.0,0.1546875,0,1724416
0.0,0.0,0.153125,0,1724416
0.2,11.1,0.153125,0,1724416
0.0,0.0,0.0,0,1724416
0.0,0.0,0.0,0,1724416
0.2,0.0,0.0,0,1724416
0.6,30.0,0.459375,0,1728512
0.5,33.3,0.3078125,0,1728512
0.0,0.0,0.0,0,1728512
0.0,0.0,0.0,0,1728512
0.0,0.0,0.0,0,1728512
9.3,27.3,0.3078125,0,1695744
0.9,33.3,0.3078125,0,1699840
0.6,11.1,0.3078125,0,1699840
0.2,0.0,0.0,0,1699840
0.5,16.7,0.0,0,1699840
0.8,36.4,0.459375,0,1699840
0.8,18.2,0.1546875,0,1699840
0.3,0.0,0.0,0,1699840
0.5,0.0,0.0,0,1699840
