Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/lorem-32K.html,35569,0,3,4.47605347456968,1.5725449998171825,68.47939300041617,32768.0,358.91946687869563,0.0,3,4,4,5,6,8,27,43,59,66,68
,Aggregated,35569,0,3,4.47605347456968,1.5725449998171825,68.47939300041617,32768.0,358.91946687869563,0.0,3,4,4,5,6,8,27,43,59,66,68
