Total_CPU_percent,Total_Memory_percent
1.1,1.3
0.4,1.3
0.5,1.3
0.7,1.3
0.4,1.3
0.7,1.3
1.0,1.3
0.4,1.3
0.7,1.3
0.4,1.3
0.4,1.3
0.7,1.3
0.5,1.3
0.7,1.3
0.7,1.3
0.5,1.3
0.4,1.3
0.7,1.3
0.7,1.3
0.7,1.3
0.7,1.3
0.7,1.3
0.8,1.3
0.4,1.3
0.8,1.3
0.7,1.3
0.5,1.3
0.7,1.3
0.7,1.3
0.3,1.3
0.5,1.3
0.7,1.3
0.8,1.3
0.7,1.3
0.8,1.3
0.8,1.3
0.7,1.3
0.3,1.3
0.7,1.3
0.7,1.3
0.7,1.3
0.7,1.3
0.7,1.3
0.8,1.3
0.4,1.3
0.7,1.3
0.3,1.3
0.3,1.3
0.4,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.1,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.4,1.3
0.1,1.3
0.3,1.3
0.1,1.3
0.4,1.3
0.3,1.3
0.1,1.3
0.4,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.1,1.3
0.4,1.3
0.1,1.3
0.3,1.3
0.4,1.3
0.3,1.3
0.3,1.3
0.1,1.3
0.4,1.3
0.1,1.3
0.3,1.3
0.4,1.3
0.1,1.3
0.4,1.3
0.1,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.3,1.3
5.7,1.3
5.1,1.3
0.4,1.3
0.5,1.3
0.5,1.3
0.4,1.3
0.5,1.3
0.5,1.3
0.8,1.3
0.3,1.3
0.7,1.3
0.3,1.3
0.4,1.3
0.1,1.3
0.1,1.3
0.4,1.3
0.1,1.3
0.4,1.3
0.4,1.3
0.4,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.4,1.3
0.5,1.3
0.1,1.3
0.7,1.3
1.0,1.3
0.3,1.3
0.4,1.3
0.1,1.3
0.4,1.3
0.5,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.4,1.3
0.3,1.3
0.3,1.3
0.3,1.3
0.7,1.3
0.1,1.3
